from,to,relation
脐虫怪病（腹硬如铁，脐中流水，如虫爬行，痒不可忍）,用苍术煎成浓汤洗浴。另以苍术末加麝香少许，水调匀服下。,用法
风牙肿痛,把盐水浸过的苍术烧存性，研档擦牙。,用法
两目昏涩,用苍术半斤，淘米水浸七天，去皮切片，焙干，加木贼二两，共研为末。每服一钱，茶或酒送下。,用法
青盲、雀目,用苍术四两，淘米水浸一夜，切片焙干，研细，每服三钱。另将药末包在猪肝中，扎好，和粟米同煮熟，用以熏眼。临眼前，食肝饮汁。又方：用苍术二两，淘米水浸过，焙干，捣碎为末，每服一钱。另以羊肝一斤，切破，放入药末，扎好，以淘米水煮熟，冷定吃下。,用法
脾湿下血,用苍术二两、地榆一两、分作两份，每份以水二碗，煎成一碗，食前湿服。,用法
面黄食少,用苍术一斤、熟地黄半斤、干姜（炮）五钱至一两（夏天五钱，冬天一两），共研细，加糊成丸，如梧子大。每服五十丸。温水送下。,用法
喜吃生米（不思熟食，爱嚼生米，憔悴萎黄，终于不起）,用苍术在淘米水中浸一夜，取出焙干，锉碎成末，加蒸饼做成丸子，如梧子大。每服五十丸，饭前服，一天服三次，米汤送下。半月左右可愈。,用法
腹中虚冷，不能饮食，食亦不化,用苍术二斤、曲一斤，共炒为末，加蜜做成丸子，如梧子大。每服三十丸，米汤送下。一天服三次。如怕冷，加干姜三两；腹痛，加当归三两；衰弱，加甘草二两。,用法
脾湿水泻（困弱无力，水谷不化，腹痛甚剧）,用苍术二两、白芍药一两、黄芩半两、淡桂二钱，混合后，每取一两煎服。如脉弦，头微痛，则减去芍药，加防水二两。,用法
暑天暴泻,用神曲（炒）、苍术（淘米水中浸一夜，焙干），等为分末，加糊做成丸子，如梧子大。每服三、五丸，米汤送下。此方名“曲术丸”。,用法
久痢,用苍术二两、川椒一两，共研为末，加醋、糊做成丸子，如梧子大。每服二十丸，饭前服，温水送下。此方称“椒术丸”。恶痢久者，加桂。,用法
狗脊,草部,属于
狗脊,强,别名
狗脊,扶筋,别名
狗脊,百枝,别名
狗脊,狗青,别名
狗脊,苦、平、无毒（或说微温）,性状
狗脊,男子各种风疾,主治
狗脊,妇女白带,主治
狗脊,固精强骨,主治
狗脊,病后脚肿,主治
病后脚肿,除节食以养胃气之外，再用狗脊煎汤浸洗。,用法
固精强骨,用金毛狗脊、远志肉、茯神、当归身、等分为末，加熟蜜做成丸子，如梧子大。每服五十丸，温酒送下。,用法
妇女白带,用金毛狗脊（去毛）、白蔹各一两，鹿茸（酒蒸后稍焙）二两，共研为末，加艾煎醋汁，和糯米糊做成丸子，如梧子大。每服五十丸，空心服，温酒送下。,用法
男子各种风疾,用金毛狗脊，盐泥严封煅红，取出去毛。与苏木、川乌头（生用），等分为末，加醋、糊做成丸子，如梧子大。每服地十丸，温酒盐汤送下。此方名“四宝丹”。,用法
贯众,草部,属于
贯众,贯节,别名
贯众,贯渠,别名
贯众,百头,别名
贯众,草头,别名
贯众,黑狗脊,别名
贯众,凤尾草,别名
贯众,（根）苦、微寒、无毒。,性状
贯众,鼻血不止,主治
贯众,各种下血（包括痔下血、漏下血以及肠风酒痢等）,主治
贯众,妇女血崩,主治
贯众,产后流血过多，心腹彻痛,主治
贯众,赤白带下,主治
贯众,长期咳嗽，痰带脓血,主治
贯众,白秃头疮,主治
贯众,漆疮作痒,主治
贯众,鸡鱼骨鲠,主治
鼻血不止,用贯众根研末，取一钱，水冲服。,用法
各种下血（包括痔下血、漏下血以及肠风酒痢等）,用贯众去掉皮毛，焙干，研细。每服二钱，空心服，米汤送下。或加醋、糊和药为丸，如梧子大。每服三、四十丸，米汤送下。或将药烧存性，研细，加麝香少许。每服二钱，米汤送下。,用法
妇女血崩,用贯众半两，煎酒服。,用法
产后流血过多，心腹彻痛,用状如刺猥的大贯众一个，全用不锉，只去毛，以好醋蘸湿，慢火灸令香熟，冷后研细。每服三钱，空心服，米汤送下。此方名“独对汤”。,用法
赤白带下,治法同上。对久病者亦有效。,用法
长期咳嗽，痰带脓血,用贯众、苏方木等份。每服三钱，以水一碗，生姜三片，煎服。日服二次。,用法
白秃头疮,用贯众、白芷，共研为末，调油涂搽。,用法
漆疮作痒,用贯众研末，调油涂搽。,用法
鸡鱼骨鲠,用贯众、缩砂、甘草等分，研为精末。棉包少许含口中，嚼汁呖下。久则骨刺随痰吐出。,用法
巴戟天,草部,属于
巴戟天,不凋草,别名
巴戟天,三蔓草,别名
巴戟天,（根）辛、甘、微温、无毒。,性状
巴戟天,风湿、脚气、肾虚、陽痿。,主治
远志,草部,属于
远志,苗名小草,别名
远志,细草,别名
远志,棘菀,别名
远志,绕,别名
远志,（根）苦、温、无毒。,性状
远志,善忘症,主治
远志,胸痹心痛（逆气膈中，饮食不下）,主治
远志,喉痹作痛,主治
远志,脑风头痛,主治
远志,吹乳肿痛,主治
远志,各种痈疽,主治
远志,小便赤浊,主治
善忘症,取远志为末，冲服。,用法
胸痹心痛（逆气膈中，饮食不下）,用远志、桂心、干姜、细辛、蜀椒（炒）各三两，附子二分（炮），一起捣细，加蜜和成丸子，如梧子大。每服三丸，米汁送下。一天服三次。如不见效，可稍增加药量。忌食猪肉、冷水、生葱菜。此方名“小草丸”。,用法
喉痹作痛,用远志肉为末，吹扑痛处，以涎出为度。,用法
脑风头痛,把远志末吸入鼻中。,用法
吹乳肿痛,用远志焙干研细，酒冲服二钱。药渣敷患处。,用法
各种痈疽,用远志放入淘米水中浸洗过，捶去心，研细。每服三钱，以温酒一杯调澄。清汁饮下，药渣敷患处。,用法
小便赤浊,用远志（甘草水煮过）半斤，茯神、益智仁各二两，共研为末，加酒、糊做成丸子，如梧子大。每服五十丸，空心服，枣汤送下。,用法
淫羊霍,草部,属于
淫羊霍,仙灵脾,别名
淫羊霍,放杖草,别名
淫羊霍,弃杖草,别名
淫羊霍,千两金,别名
淫羊霍,干鸡筋,别名
淫羊霍,黄连祖,别名
淫羊霍,三枝九叶草,别名
淫羊霍,刚草,别名
淫羊霍,辛、寒、无毒。说：“婬羊藿味甘气香，性温不寒，能益精气。......真陽不足者宜之”。,性状
淫羊霍,陽痿，腰膝冷,主治
淫羊霍,偏风不遂,主治
淫羊霍,咳嗽，气不顺，腹满不思饮食,主治
淫羊霍,日昏生翳,主治
淫羊霍,病后青盲（病不久者）,主治
淫羊霍,小儿雀目,主治
淫羊霍,痘疹入目,主治
淫羊霍,虚火牙痛,主治
陽痿，腰膝冷,用婬羊藿一斤，酒一斗浸泡三天后，常饮服。此方名“仙灵脾酒”。,用法
偏风不遂,服仙灵脾酒。,用法
咳嗽，气不顺，腹满不思饮食,用婬羊藿、覆盆子、五味子（炒）各一两，共研为末，加熟蜜做成丸子，如梧子大。每服二十丸，姜茶送下。,用法
日昏生翳,用婬羊藿、生王瓜（既红色的小栝楼），等分为末。每服一钱，茶送下。一天服二次。,用法
病后青盲（病不久者）,用婬羊藿一两、淡豆鼓一百粒，水一碗半煎成一碗，一次服完。,用法
小儿雀目,用婬羊藿根、晚蚕蛾各半两，灸甘草、射干各二钱半，共研为末，另取羊肝一块，切开，纳入上制药末二钱，把肝扎紧，和黑豆一合、淘米水一碗同煮熟。分二次吃完。,用法
痘疹入目,用婬羊藿、威灵仙，等分为末。每服五分，米汤送下。,用法
虚火牙痛,用婬羊藿煎汤，不时嗽口，很见效。,用法
仙茅,草部,属于
仙茅,独茅,别名
仙茅,茅爪子,别名
仙茅,婆罗门参,别名
仙茅,根）辛、温、有毒。,性状
仙茅,陽痿精寒，腰膝风冷，筋骨痿痹等症,主治
陽痿精寒，腰膝风冷，筋骨痿痹等症,古方中有“仙茅丸”，能壮筋骨、益精神、明目、黑须发。其配方及服法如下：仙茅二斤，放入淘糯米水中浸五天，取出刮锉，陰干。另用苍术二斤，放入淘米水中浸五天，取出刮皮，焙干。取这样制过的仙茅、苍术各一斤，与枸杞子一斤，车前十二两，白茯苓（去皮）、茴香（炒）、柏子仁（去壳）各八两，生地黄（焙）、熟地黄（焙各四两）一起研细，加酒煮糊做成丸子，如梧子大。每服五十丸，饭前服，温酒送下。一天服二次。,用法
玄参,草部,属于
玄参,黑参,别名
玄参,玄台、,别名
玄参,重台,别名
玄参,鹿肠,别名
玄参,正马,别名
玄参,逐马,别名
玄参,馥草,别名
玄参,野脂麻,别名
玄参,鬼藏,别名
玄参,（根）苦、微寒、无毒。,性状
玄参,诸毒鼠瘘（颈部淋巴结核）,主治
玄参,年久瘰疬,主治
玄参,猪肝,主治
玄参,发斑咽痛,主治
玄参,、急喉痹风,主治
玄参,鼻中生疮,主治
玄参,小肠疝气,主治
小肠疝气,用玄参炒过，做成丸子。每服一钱半，空心服，酒送下。出汗即为有效。,用法
鼻中生疮,用玄参末涂搽，或把玄参在水中泡软后塞入鼻中。,用法
、急喉痹风,用玄参、鼠粘子（半生半炒）各一两，共研为末，新汲水一碗调服，立愈。,用法
发斑咽痛,用玄参、升麻、甘草各半两、加水三碗，煎成一碗半，温服。,用法
猪肝,用玄参研为末，取淘米水煮的猪肝，每日蘸药末吃。,用法
年久瘰疬,用生玄参捣烂敷患处。一天换药二次。,用法
诸毒鼠瘘（颈部淋巴结核）,用玄参泡酒，每天饮食少许。,用法
地榆,草部,属于
地榆,玉豉,别名
地榆,酸赭,别名
地榆,（根）苦、微寒、无毒。,性状
地榆,吐血,主治
地榆,妇女漏下，赤白不止，人极黄瘦,主治
地榆,血痢不止,主治
地榆,赤白下痢,主治
地榆,大便下血，长期不愈,主治
地榆,小儿疳痢,主治
地榆,毒蛇螫人,主治
地榆,虎犬咬伤,主治
地榆,小儿湿疮,主治
地榆,小儿面疮，红肿烧痛,主治
小儿面疮，红肿烧痛,用地榆八两，加水一斗，煎成五升，温洗患处。,用法
小儿湿疮,用地榆煎成浓汁，一天洗疮两次。,用法
虎犬咬伤,用地榆煮汁饮下，再以地榆末敷伤口。单用白开水冲服地榆末亦可。,用法
毒蛇螫人,用新地榆根捣汁饮下，并以搽伤口。,用法
小儿疳痢,用地榆煮汁。熬如饴糖。服之有效。,用法
大便下血，长期不愈,用地榆、鼠尾草各二两，加水二升，煮成一升，一次服完。,用法
赤白下痢,用地榆一斤，加水三升煮成一升半，去渣，熬成膏。每服三合，空腹服。一天服两次。,用法
血痢不止,用地榆晒干，研细。每服二钱，掺在羊血上炙熟食下。又方：单用地榆煎汤，每服三合。,用法
妇女漏下，赤白不止，人极黄瘦,用地榆三两，加米醋一升，煮沸十多次，去渣汁，饭前热服一合。,用法
吐血,用地榆三两，加米醋一升，煮沸十多次，去渣汁，饭前热服一合。,用法
丹参,草部,属于
丹参,赤参,别名
丹参,山参,别名
丹参,郗蝉草,别名
丹参,木羊乳,别名
丹参,逐马,别名
丹参,奔马草,别名
丹参,（根）苦、微寒、无毒。,性状
丹参,月经不调，产前胎动，产后恶血不下，冷热劳，腰脊痛，骨节烦疼等症,主治
丹参,小科下血,主治
丹参,寒疝腹痛（小竟和陰部牵引痛）,主治
丹参,小儿惊发热,主治
丹参,乳痈,主治
丹参,热油烫伤与火伤,主治
热油烫伤与火伤,用丹参八两，锉碎，加水稍稍调拌，放入羊油二斤中煎过。取以涂伤处。,用法
乳痈,用丹参、白芷、芍药各二钱，口咬细，醋淹一夜，加猪油半斤，微火煎成膏。去渣，取浓汁敷乳上。,用法
小儿惊发热,用丹参、雷丸各半两，与猪油二两，同煎几次，去渣，取汁收存。用时，摩汁在儿身。此方称“丹参摩膏”。,用法
寒疝腹痛（小竟和陰部牵引痛）,用丹参一两，研细。每服二钱，热酒调下。,用法
小科下血,用丹参十二两，加酒五升，煮成三升。每次温服一升，一日服三次。不能饮酒者，可用水煎服。,用法
月经不调，产前胎动，产后恶血不下，冷热劳，腰脊痛，骨节烦疼等症,用丹参洗净，切片，晒干，研细。每服二钱，温酒调下。此方称“丹参散”。,用法
紫参,草部,属于
紫参,牡蒙,别名
紫参,童肠,别名
紫参,马行,别名
紫参,众戎,别名
紫参,五鸟花,别名
紫参,（根）苦、寒、无毒。,性状
紫参,下痢,主治
紫参,吐血不止,主治
紫参,脸上酒刺,主治
脸上酒刺,用紫参、丹参、人参、苦参、沙参和成一两，共为末，加胡桃仁捣烂，和成丸子，如梧子大。每服三十丸，茶送下。,用法
吐血不止,用紫参、人参、阿胶（炒），等分为末。每服一钱，乌梅汤送下。又方：与上方基本相同，但减去人参。换为甘草，以糯米汤送下。,用法
下痢,用紫参半斤，加水五升，煎成二升。再加入甘草二两，煎至半升，分三次服。此方名“紫参汤”。,用法
紫草,草部,属于
紫草,紫丹,别名
紫草,紫夭,别名
紫草,此戾,别名
紫草,藐,别名
紫草,地血,别名
紫草,鸦衔草,别名
紫草,（根）苦、寒、无毒。,性状
紫草,婴童疹痘（将出未出、色赤便闭者可用本方，如痘已出而红活、大便利者则忌用）,主治
紫草,痈疽便闭,主治
紫草,小便淋,主治
紫草,产后淋沥不净,主治
紫草,恶虫咬伤,主治
恶虫咬伤,用紫草煎油涂搽。,用法
产后淋沥不净,治法同上。,用法
小便淋,用紫草一两，用成散剂，每服二钱，饭前服。,用法
痈疽便闭,用紫草、栝楼子等分，水煎服。,用法
婴童疹痘（将出未出、色赤便闭者可用本方，如痘已出而红活、大便利者则忌用）,用紫草二两，锉碎，泡在百沸汤一碗中，盖严勿使漏气。汤温后，服半合。改用煎服亦可。,用法
